org,file_,URL,File,Lines_of_code,Require,Ensure,Include,Attribute,Hard_coded_string,Comment,Command,File_mode,SSH_KEY,defect_status
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/nova.pp,0,0,103,0,0,0,29,19,39,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-designate/manifests/keystone/auth.pp,9,0,100,0,0,0,17,13,62,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/horizon.pp,0,0,99,0,0,0,23,26,30,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-sahara/manifests/keystone/auth.pp,9,0,98,0,0,0,17,13,66,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-elasticsearch-kibana/deployment_scripts/puppet/manifests/firewall.pp,1,0,97,0,0,0,38,39,13,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/backup/nfs.pp,1,0,97,0,0,0,9,1,70,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/volume/rbd.pp,0,0,95,0,0,0,12,2,61,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/wait_for_nova_backends.pp,1,0,95,0,0,0,15,14,28,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-murano/manifests/keystone/auth.pp,9,0,94,0,0,0,18,14,62,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-ironic/deployment_scripts/puppet/manifests/haproxy.pp,0,0,93,0,0,0,36,26,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-magnum/manifests/keystone/auth.pp,6,0,91,0,0,0,14,10,50,0,0,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-midonet/deployment_scripts/puppet/manifests/midonet-install-api.pp,1,0,89,0,0,0,34,22,15,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/heat.pp,0,0,85,0,0,0,18,11,39,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/l23network/manifests/params.pp,0,0,84,0,0,0,1,35,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/volume/solidfire.pp,0,0,84,0,0,0,11,4,53,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/volume/hp3par_iscsi.pp,1,0,84,0,0,0,12,5,50,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-influxdb-grafana/deployment_scripts/puppet/manifests/haproxy.pp,1,0,83,0,0,0,27,25,17,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/backup/ceph.pp,1,0,80,0,0,0,7,7,58,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-designate/manifests/central.pp,0,0,77,0,0,0,11,6,47,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/galera/client.pp,1,0,77,0,0,0,1,8,24,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceph/manifests/rgw/apache.pp,2,0,76,0,0,0,8,4,52,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/fuel/examples/cobbler.pp,1,1,76,0,0,0,31,7,3,0,1,1,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/nagios_config_wrapper.pp,0,1,76,0,0,0,40,31,0,3,7,7,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cobbler/manifests/iptables.pp,1,2,75,0,0,0,32,27,13,0,2,2,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/db.pp,0,0,75,0,0,0,8,1,40,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-mistral/manifests/db/mysql.pp,0,0,75,0,0,0,7,8,49,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceph/manifests/params.pp,2,0,74,0,0,0,0,16,41,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/sahara.pp,0,0,74,0,0,0,13,6,39,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/ceilometer.pp,0,0,74,0,0,0,13,6,39,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-manila/deployment_scripts/puppet/manifests/site.pp,3,0,73,0,0,0,17,17,13,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/cinder.pp,0,0,72,0,0,0,20,32,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/examples/ldap_full.pp,0,0,71,0,0,0,54,54,11,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/fuel/examples/nailgun.pp,1,0,71,0,0,0,32,3,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-influxdb-grafana/deployment_scripts/puppet/manifests/firewall.pp,1,0,70,0,0,0,26,26,13,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/radosgw.pp,0,0,70,0,0,0,14,7,30,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-gnocchi/manifests/db/mysql.pp,0,0,69,0,0,0,7,7,45,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-barbican/manifests/db/mysql.pp,0,0,69,0,0,0,7,7,45,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-openstack-cookiecutter/puppet-{{cookiecutter.project_name}}/manifests/db/mysql.pp,0,0,69,0,0,0,7,7,45,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-zaqar/manifests/db/mysql.pp,0,0,69,0,0,0,7,7,45,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack_tasks/manifests/openstack_controller/keystone.pp,0,0,68,0,0,0,22,8,0,0,0,2,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-vitrage/manifests/db/mysql.pp,0,0,68,0,0,0,7,7,44,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/volume/glusterfs.pp,0,0,67,0,0,0,7,3,44,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/openstack_haproxy/openstack_haproxy_swift.pp,0,0,65,0,0,0,10,12,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/mysql_grant.pp,0,0,64,0,0,0,6,7,42,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/examples/neutron.pp,0,0,63,0,0,0,22,20,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-magnum/manifests/db/mysql.pp,0,0,63,0,0,0,7,7,39,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/mysqld.pp,0,0,62,0,0,0,10,10,29,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-tripleo/manifests/fencing.pp,0,0,62,0,0,0,0,4,44,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/fuel_pkgs/setup_repositories.pp,0,0,59,0,0,0,13,11,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-openstack-cookiecutter/puppet-{{cookiecutter.project_name}}/manifests/db.pp,0,0,58,0,0,0,7,1,35,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/db/mysql.pp,0,0,58,0,0,0,7,6,34,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/nova/network.pp,0,0,57,0,0,0,13,15,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-neutron/manifests/plugins/ovn.pp,0,0,56,0,0,0,5,0,36,0,2,2,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-designate/manifests/db/mysql.pp,0,0,55,0,0,0,7,6,33,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-barbican/manifests/db/postgresql.pp,0,0,55,0,0,0,5,5,34,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/db/mysql.pp,0,0,54,0,0,0,7,6,30,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-glance/tests/site.pp,0,0,54,0,0,0,24,22,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-purestorage-cinder/deployment_scripts/puppet/manifests/controller.pp,1,0,54,0,0,0,35,2,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/rabbitmq.pp,0,0,53,0,0,0,8,11,24,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/vmware/compute_vmware.pp,0,0,53,0,0,0,15,9,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/firewall.pp,0,0,52,0,0,0,15,11,3,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-external-zabbix/deployment_scripts/puppet/modules/plugin_zabbix/manifests/params/openstack.pp,1,0,52,0,0,0,0,19,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-infrastructure-alerting/deployment_scripts/puppet/manifests/configure_default_route.pp,1,0,51,0,0,0,5,8,13,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-bigswitch/deployment_scripts/puppet/modules/bcf/manifests/params/openstack.pp,1,0,49,0,0,0,0,17,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-cisco-aci/deployment_scripts/puppet/modules/neutron/manifests/config_apic.pp,0,0,49,0,0,0,14,14,1,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/apache_api_proxy.pp,0,0,48,0,0,0,12,11,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-pacemaker/manifests/stonith.pp,1,0,48,0,0,0,4,2,35,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/alarm/evaluator.pp,0,0,47,0,0,0,0,0,34,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-midonet/manifests/params.pp,3,0,47,0,0,0,0,14,8,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-contrail/deployment_scripts/puppet/modules/contrail/manifests/provision/db.pp,2,1,46,0,0,0,8,6,14,2,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/neutron/dhcp.pp,0,0,45,0,0,0,16,11,1,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-oslo/manifests/policy.pp,0,0,45,0,0,0,3,0,26,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-designate/manifests/config.pp,0,0,45,0,0,0,2,2,32,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-nova/manifests/policy.pp,0,0,43,0,0,0,1,7,25,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/puppetlabs_repos.pp,6,0,41,0,0,0,11,9,7,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/neutron/l3.pp,0,0,40,0,0,0,15,9,1,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/config.pp,0,0,40,0,0,0,2,2,30,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-vitrage/manifests/policy.pp,0,0,40,0,0,0,2,5,25,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/examples/cinder_volume_with_pacemaker.pp,0,0,39,0,0,0,7,3,22,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-ceilometer-redis/deployment_scripts/puppet/manifests/controller.pp,1,0,39,0,0,0,5,6,16,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-trove/examples/site.pp,3,0,38,0,0,0,17,17,1,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-contrail/deployment_scripts/puppet/modules/contrail/manifests/contrail_webui.pp,3,0,36,0,0,0,2,5,13,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/database/database_backend_wait.pp,2,0,36,0,0,0,6,7,10,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/cluster_haproxy/cluster_haproxy.pp,0,0,35,0,0,0,9,12,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-mellanox/deployment_scripts/puppet/manifests/controller.pp,0,0,33,0,0,0,11,8,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/policy.pp,0,0,33,0,0,0,2,3,19,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cobbler/manifests/selinux.pp,1,0,32,0,0,0,5,5,13,2,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-datera-cinder/deployment_scripts/puppet/modules/cinder_datera_driver/manifests/cinder.pp,0,2,32,0,0,0,8,12,3,0,2,2,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-magnum/manifests/params.pp,0,0,31,0,0,0,0,12,2,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-magnum/manifests/db/sync.pp,0,0,31,0,0,0,5,6,14,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-ceilometer/manifests/policy.pp,0,0,31,0,0,0,2,2,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-mellanox/deployment_scripts/puppet/modules/mellanox_openstack/manifests/configure_iser_child.pp,0,0,31,0,0,0,11,0,0,3,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-heat/examples/site.pp,0,0,30,0,0,0,5,5,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-oslo/manifests/concurrency.pp,0,0,30,0,0,0,2,0,19,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-collector/deployment_scripts/puppet/modules/lma_collector/manifests/collectd/influxdb.pp,1,0,30,0,0,0,1,1,13,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-gnocchi/manifests/db/sync.pp,0,0,29,0,0,0,5,5,11,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-mellanox/deployment_scripts/puppet/modules/mellanox_openstack/manifests/params.pp,0,0,29,0,0,0,0,17,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/keepalive.pp,1,0,29,0,0,0,8,8,18,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack/manifests/ha/stats.pp,0,0,28,0,0,0,5,4,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-qdr/manifests/params.pp,0,0,27,0,0,0,0,16,4,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-manila/deployment_scripts/puppet/manifests/populate_hiera.pp,0,0,27,0,0,0,8,11,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-elasticsearch-kibana/deployment_scripts/puppet/modules/lma_logging_analytics/manifests/params.pp,1,0,27,0,0,0,0,5,15,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/cluster/manifests/neutron/metadata.pp,0,0,27,0,0,0,12,7,1,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-barbican/manifests/db/sync.pp,0,0,26,0,0,0,4,7,10,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/openstack_tasks/manifests/swift/rebalance_cronjob.pp,0,0,25,0,0,0,3,5,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-library/deployment/puppet/osnailyfacter/manifests/virtual_ips/conntrackd.pp,0,0,23,0,0,0,3,5,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-openstack-cookiecutter/puppet-{{cookiecutter.project_name}}/manifests/db/sync.pp,0,0,23,0,0,0,5,3,10,1,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-cinder/manifests/backends.pp,0,0,21,0,0,0,1,0,12,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-keystone/manifests/python.pp,0,0,21,0,0,0,0,1,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-collector/deployment_scripts/puppet/modules/lma_collector/manifests/collectd/ceph_mon.pp,1,0,21,0,0,0,1,0,14,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-manila/deployment_scripts/puppet/modules/manila_auxiliary/manifests/image.pp,1,1,20,0,0,0,7,7,0,3,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-onos/deployment_scripts/puppet/modules/onos/manifests/init.pp,1,0,19,0,0,0,0,9,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/packstack/packstack/puppet/modules/packstack/manifests/nova/neutron.pp,1,0,19,0,0,0,8,8,0,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/puppet-monasca/manifests/checks/instances/memory.pp,0,0,19,0,0,0,3,2,9,0,0,0,1
OPENSTACK,/Users/akond/PUPP_REPOS/openstack-downloads/fuel-plugin-lma-collector/deployment_scripts/puppet/modules/fuel_lma_collector/manifests/params.pp,1,0,17,0,0,0,0,1,13,0,0,0,1
