org,file_,contributers,top,major,minor,defect_status
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/profiles/manifests/puppet/agent.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/log_storage/manifests/storage/nginx.pp,3,0.6,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/keystone/auth.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/pmlc_neutron/manifests/server/service.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/roles/docs.pp,4,0.4444444444444444,4,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/ssh/manifests/params.pp,3,0.5,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/solar-resources/resources/node_network_puppet/1.0.0/actions/run.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/etherpad_lite/manifests/webapp.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/venv/manifests/init.pp,4,0.25,4,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/mongodb.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-horizon/manifests/params.pp,3,0.5,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/puppet/manifests/master.pp,4,0.4444444444444444,4,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/log_storage/manifests/storage/zabbix.pp,2,0.6666666666666666,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/db.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/init.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/roles/storage.pp,3,0.5,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-haproxy/spec/fixtures/manifests/site.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/uwsgi/manifests/params.pp,3,0.6,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-cinder/manifests/client.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-kafka/manifests/server/jmxtrans.pp,2,0.9230769230769232,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/roles/perestroika/publisher.pp,3,0.3333333333333333,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-openstack/manifests/horizon.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/updates.pp,4,0.25,4,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/jenkins/slave.pp,17,0.26666666666666666,5,12,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-external-ceph/deployment_scripts/puppet/modules/external_ceph/manifests/volumes_ephemeral.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/lodgeit.pp,3,0.6,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/devops_tools.pp,3,0.5,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/devopslib/manifests/ssl_certificate.pp,3,0.3333333333333333,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/lab_cz.pp,3,0.4,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/znc.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-standalone-ceph/deployment_scripts/mon.pp,2,0.6,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-haproxy/manifests/config.pp,2,0.6666666666666666,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-celebrer/deployment_scripts/puppet/manifests/ha.pp,2,0.8333333333333334,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-horizon/spec/fixtures/manifests/site.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/apps/mirror_pypi.pp,3,0.3333333333333333,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/ssh/manifests/authorized_keys.pp,3,0.625,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/log_storage/manifests/logstash.pp,2,0.8333333333333334,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-concat/manifests/init.pp,9,0.35714285714285715,9,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/transmission/manifests/daemon.pp,4,0.4,4,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/uwsgi/manifests/init.pp,3,0.5,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-cinder/manifests/setup_test_volume.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-cinder/manifests/db/mysql.pp,2,0.6666666666666666,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/fuel-plugin-celebrer/deployment_scripts/puppet/modules/celebrer/manifests/agent.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppetlabs-cinder/manifests/api.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/venv/manifests/venv.pp,4,0.3333333333333333,4,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/gerrit/manifests/init.pp,6,0.4444444444444444,6,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/jeepyb/manifests/init.pp,2,0.5,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_stats/manifests/db.pp,2,0.5,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/docker_registry/manifests/init.pp,2,0.5,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/gerrit/manifests/hideci.pp,2,0.6666666666666666,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/pmlc_nova/manifests/init.pp,1,1.0,1,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_stats/manifests/dev.pp,3,0.5,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/puppet/manifests/facter.pp,2,0.6666666666666666,2,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/zabbix/manifests/agent.pp,4,0.42857142857142855,4,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/racks/manifests/webapp.pp,3,0.7777777777777778,3,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-kafka/manifests/server.pp,4,0.6071428571428571,4,0,1
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-module-keepalived/manifests/instance.pp,1,1.0,1,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/web.pp,3,0.7142857142857143,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/lodgeit/manifests/database.pp,3,0.3333333333333333,3,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/tpi/server.pp,2,0.6666666666666666,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/fuel_project/manifests/jenkins/slave/infra.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/log_storage/manifests/logstashforwarder.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-manifests/modules/obs_server/manifests/init.pp,2,0.5,2,0,0
MIRANTIS,/Users/akond/PUPP_REPOS/mirantis-downloads/puppet-concat/manifests/fragment.pp,5,0.5555555555555556,5,0,1
