org,file_,commits,developers,fix_commits,age,avg_edit_time,defect_status
WIKIMEDIA,modules/confd/manifests/init.pp,15,6,1,41,53.733333333333334,1
WIKIMEDIA,modules/gdash/manifests/init.pp,15,5,1,62,32.733333333333334,1
WIKIMEDIA,modules/grub/manifests/defaults.pp,2,2,1,28,102,1
WIKIMEDIA,modules/eventlogging/manifests/init.pp,39,13,5,68,41.46153846153846,1
WIKIMEDIA,modules/apt/manifests/conf.pp,5,3,2,72,152.2,1
WIKIMEDIA,modules/mysql/manifests/db.pp,2,2,0,68,259.5,0
WIKIMEDIA,modules/changeprop/manifests/init.pp,24,10,3,31,21.375,1
WIKIMEDIA,modules/xdummy/manifests/init.pp,4,2,0,24,162.25,1
WIKIMEDIA,modules/tendril/manifests/init.pp,20,9,2,57,81.8,1
WIKIMEDIA,modules/nginx/manifests/site.pp,1,1,0,60,0,1
WIKIMEDIA,modules/aptly/manifests/init.pp,4,2,1,39,105.5,1
WIKIMEDIA,modules/chromium/manifests/init.pp,5,3,2,45,119,1
WIKIMEDIA,modules/logstash/manifests/conf.pp,9,4,4,58,131.88888888888889,1
WIKIMEDIA,modules/mediawiki/manifests/multimedia.pp,22,6,3,53,64.27272727272727,1
WIKIMEDIA,modules/java/manifests/init.pp,1,1,0,72,0,1
WIKIMEDIA,modules/visualdiff/manifests/server.pp,3,2,1,33,140,1
WIKIMEDIA,modules/webperf/manifests/init.pp,6,4,1,62,234.5,1
WIKIMEDIA,modules/graphoid/manifests/init.pp,14,7,1,42,49.714285714285715,1
WIKIMEDIA,modules/wikidata_singlenode/manifests/init.pp,8,5,2,69,33.25,1
WIKIMEDIA,modules/puppetmaster/manifests/ssl.pp,10,6,5,60,153.1,0
WIKIMEDIA,modules/mongodb/spec/fixtures/manifests/site.pp,3,3,1,73,98.33333333333333,1
WIKIMEDIA,modules/apachesync/manifests/init.pp,9,4,1,54,22.77777777777778,1
WIKIMEDIA,modules/dumps/manifests/init.pp,24,10,2,46,34.583333333333336,1
WIKIMEDIA,environments/production/modules/varnishkafka/manifests/init.pp,1,1,0,4,0,1
WIKIMEDIA,modules/keyholder/manifests/init.pp,19,10,2,48,72.42105263157895,1
WIKIMEDIA,modules/logster/manifests/init.pp,1,1,0,55,0,1
WIKIMEDIA,modules/gerrit/manifests/init.pp,20,6,2,28,39.2,1
WIKIMEDIA,modules/profile/manifests/hue.pp,6,3,1,10,44.5,1
WIKIMEDIA,modules/tcpircbot/manifests/init.pp,11,9,3,67,136.54545454545453,1
WIKIMEDIA,modules/scap/manifests/server.pp,4,4,0,31,42,1
WIKIMEDIA,modules/puppetception/manifests/init.pp,6,5,2,52,60,1
WIKIMEDIA,modules/extdist/manifests/init.pp,14,7,4,51,75.35714285714286,1
WIKIMEDIA,modules/coredb/manifests/init.pp,3,1,0,75,37.666666666666664,1
WIKIMEDIA,modules/icinga/manifests/init.pp,50,11,15,49,28.96,1
WIKIMEDIA,modules/nodepool/manifests/init.pp,29,9,4,40,26.103448275862068,1
WIKIMEDIA,modules/servermon/manifests/init.pp,16,3,3,50,75.375,1
WIKIMEDIA,modules/otrs/manifests/init.pp,19,2,4,37,50.94736842105263,1
WIKIMEDIA,modules/apt/manifests/init.pp,46,18,6,72,42.04347826086956,1
WIKIMEDIA,modules/rsync/manifests/init.pp,1,1,0,75,0,1
WIKIMEDIA,modules/dataset/manifests/init.pp,14,4,1,56,92.28571428571429,1
WIKIMEDIA,modules/scap/manifests/init.pp,62,13,6,36,16.467741935483872,1
WIKIMEDIA,modules/testreduce/manifests/server.pp,5,4,1,34,79.2,1
WIKIMEDIA,modules/snmp/manifests/init.pp,2,2,0,1,1,1
WIKIMEDIA,modules/pdfrender/manifests/init.pp,10,4,1,23,26.3,1
WIKIMEDIA,modules/url-downloader/manifests/init.pp,2,2,1,58,46,1
WIKIMEDIA,modules/labs_ldap_dns/manifests/init.pp,4,2,0,44,66.75,1
WIKIMEDIA,modules/download/manifests/init.pp,2,2,0,60,57,1
WIKIMEDIA,modules/alternatives/manifests/install.pp,2,2,1,52,321.5,0
WIKIMEDIA,modules/kartotherian/manifests/init.pp,24,5,1,40,48.458333333333336,1
WIKIMEDIA,modules/mw-rc-irc/manifests/apache.pp,4,3,0,54,126,1
WIKIMEDIA,modules/openstack/manifests/repo.pp,13,5,3,58,86,1
WIKIMEDIA,modules/snapshot/manifests/cirrussearch.pp,2,1,0,36,77,1
WIKIMEDIA,modules/requesttracker/manifests/init.pp,4,2,2,49,206.75,1
WIKIMEDIA,modules/labs_bootstrapvz/manifests/init.pp,25,8,8,47,55.28,1
WIKIMEDIA,modules/quarry/manifests/init.pp,21,7,7,51,26.761904761904763,1
WIKIMEDIA,modules/ganglia/manifests/init.pp,2,1,0,40,0,1
WIKIMEDIA,modules/puppetmaster/manifests/init.pp,83,15,13,60,18.686746987951807,1
WIKIMEDIA,modules/lvm/manifests/init.pp,3,3,0,24,199.33333333333334,1
WIKIMEDIA,modules/librenms/manifests/init.pp,25,9,7,58,60.8,1
WIKIMEDIA,modules/public_dumps/manifests/server.pp,2,1,0,13,27.5,1
WIKIMEDIA,modules/squid3/manifests/init.pp,5,4,2,47,267,1
WIKIMEDIA,modules/docker/manifests/init.pp,7,4,0,24,88.28571428571429,1
WIKIMEDIA,modules/pivot/manifests/init.pp,8,4,3,25,69.875,1
WIKIMEDIA,modules/shiny_server/manifests/init.pp,6,2,3,16,21.833333333333332,1
WIKIMEDIA,modules/mjolnir/manifests/init.pp,5,3,0,11,53.6,1
WIKIMEDIA,modules/sysfs/manifests/init.pp,3,2,1,42,128.66666666666666,1
WIKIMEDIA,modules/grafana/manifests/init.pp,6,4,2,50,228.5,1
WIKIMEDIA,modules/tessera/manifests/init.pp,2,2,1,40,0,1
WIKIMEDIA,modules/profile/manifests/cassandra.pp,11,7,2,17,46.36363636363637,0
WIKIMEDIA,modules/geowiki/manifests/init.pp,4,2,0,45,224.75,1
WIKIMEDIA,modules/diamond/manifests/init.pp,41,15,6,55,31.951219512195124,1
WIKIMEDIA,modules/coredb_mysql/manifests/init.pp,8,3,1,72,58.25,1
WIKIMEDIA,modules/mgmt/manifests/init.pp,4,2,1,24,1,1
WIKIMEDIA,modules/ircd/manifests/server.pp,2,2,0,60,91,1
WIKIMEDIA,modules/rabbitmq/manifests/init.pp,9,3,1,15,24.444444444444443,1
WIKIMEDIA,modules/role/manifests/cxserver.pp,4,3,1,24,79.75,0
WIKIMEDIA,modules/apache/manifests/php.pp,1,1,0,72,0,0
WIKIMEDIA,modules/labs_vagrant/manifests/init.pp,18,10,2,62,71,1
WIKIMEDIA,modules/raid/manifests/init.pp,26,9,5,29,28,1
WIKIMEDIA,modules/initramfs/manifests/init.pp,1,1,0,31,0,1
WIKIMEDIA,modules/grub/manifests/init.pp,1,1,0,28,0,1
WIKIMEDIA,modules/html5depurate/manifests/init.pp,2,1,0,27,0,1
WIKIMEDIA,modules/rsync/manifests/server.pp,15,9,2,75,149,1
WIKIMEDIA,modules/docker_pusher/manifests/init.pp,1,1,0,12,0,1
WIKIMEDIA,modules/strongswan/manifests/init.pp,15,7,6,44,82.66666666666667,1
WIKIMEDIA,modules/postgresql/manifests/user.pp,17,6,5,57,81.76470588235294,1
WIKIMEDIA,modules/mailman/manifests/init.pp,3,2,0,46,73.33333333333333,1
WIKIMEDIA,modules/dumpsdirs/manifests/init.pp,3,2,0,14,1.6666666666666667,1
WIKIMEDIA,modules/contint/manifests/composer.pp,2,2,0,30,132.5,0
WIKIMEDIA,modules/mtail/manifests/init.pp,7,4,0,24,76,1
WIKIMEDIA,modules/openstack/manifests/init.pp,3,2,0,48,223,1
WIKIMEDIA,modules/nutcracker/manifests/init.pp,19,7,3,52,61.78947368421053,1
WIKIMEDIA,modules/cassandra/manifests/init.pp,58,12,7,40,18.413793103448278,1
WIKIMEDIA,modules/statsite/manifests/init.pp,7,4,2,43,122.14285714285714,1
WIKIMEDIA,modules/mcrouter/manifests/init.pp,6,1,1,6,30,1
WIKIMEDIA,modules/mariadb/manifests/packages_wmf.pp,11,3,1,55,135.72727272727272,1
WIKIMEDIA,modules/profile/manifests/cxserver.pp,3,2,0,13,116.66666666666667,0
WIKIMEDIA,modules/stdlib/manifests/init.pp,2,2,0,75,822,1
WIKIMEDIA,modules/jenkins/manifests/user.pp,8,5,1,68,176.625,1
WIKIMEDIA,modules/logstash/manifests/output/elasticsearch.pp,23,7,8,58,73.30434782608695,1
WIKIMEDIA,modules/zuul/manifests/server.pp,21,10,3,53,73.23809523809524,1
WIKIMEDIA,modules/maven/manifests/init.pp,2,1,0,46,0,1
WIKIMEDIA,modules/dumpsnfs/manifests/init.pp,1,1,0,14,0,1
WIKIMEDIA,modules/txstatsd/manifests/init.pp,14,5,4,58,29.214285714285715,1
WIKIMEDIA,modules/sslcert/manifests/init.pp,7,3,0,44,28.428571428571427,1
WIKIMEDIA,modules/zuul/manifests/init.pp,48,11,7,73,36.354166666666664,1
WIKIMEDIA,modules/mediawiki_new/manifests/jobrunner.pp,5,3,1,73,24.8,1
WIKIMEDIA,modules/role/manifests/analytics_cluster/oozie/server.pp,10,6,1,33,54.8,1
WIKIMEDIA,modules/salt_reactors/manifests/init.pp,2,1,1,69,0,1
WIKIMEDIA,modules/mediawiki/manifests/init.pp,57,13,7,75,39.26315789473684,1
WIKIMEDIA,modules/ssh/manifests/server.pp,40,9,2,61,35.6,1
WIKIMEDIA,modules/twemproxy/manifests/init.pp,2,1,0,54,0,1
WIKIMEDIA,modules/package_builder/manifests/init.pp,42,14,0,43,30.023809523809526,1
WIKIMEDIA,modules/ganglia_new/manifests/init.pp,1,1,0,68,0,1
WIKIMEDIA,modules/postgresql/spec/fixtures/manifests/site.pp,2,1,0,57,431,1
WIKIMEDIA,modules/publichtml/manifests/init.pp,8,5,2,50,151.5,1
WIKIMEDIA,modules/wdqs/manifests/init.pp,36,4,4,40,32.416666666666664,1
WIKIMEDIA,modules/dataset/manifests/user.pp,3,2,1,36,149.33333333333334,1
WIKIMEDIA,modules/kafkatee/manifests/init.pp,2,2,0,8,61.5,1
WIKIMEDIA,modules/ishmael/manifests/init.pp,6,5,0,59,44.666666666666664,1
WIKIMEDIA,modules/apache/manifests/conf.pp,15,6,3,52,74.6,1
WIKIMEDIA,modules/conftool/manifests/init.pp,14,2,2,41,43.714285714285715,1
WIKIMEDIA,modules/labspuppetbackend/manifests/init.pp,12,4,1,29,32.416666666666664,1
WIKIMEDIA,modules/snapshot/manifests/init.pp,2,2,0,56,305,1
WIKIMEDIA,modules/proxysql/manifests/init.pp,14,3,5,24,40.214285714285715,1
WIKIMEDIA,manifests/init.pp,15,6,1,65,48.6,1
WIKIMEDIA,modules/pystatsd/manifests/init.pp,1,1,0,63,0,1
WIKIMEDIA,modules/backup/spec/fixtures/manifests/site.pp,2,1,1,48,402.5,1
WIKIMEDIA,modules/parsoid/manifests/init.pp,15,5,1,27,53.4,1
WIKIMEDIA,modules/labs_debrepo/manifests/init.pp,2,2,1,37,0,1
WIKIMEDIA,modules/eventlogging/manifests/notebook.pp,7,1,0,67,0.2857142857142857,0
WIKIMEDIA,modules/identd/manifests/init.pp,2,2,0,66,112.5,1
WIKIMEDIA,modules/httpd/manifests/conf.pp,1,1,0,10,0,1
WIKIMEDIA,modules/role/manifests/cassandra.pp,5,4,1,24,21.8,0
WIKIMEDIA,modules/initramfs/manifests/script.pp,1,1,0,31,0,0
WIKIMEDIA,modules/cergen/manifests/init.pp,4,2,0,11,45.25,1
WIKIMEDIA,modules/reprepro/manifests/init.pp,10,3,3,52,64.2,1
WIKIMEDIA,modules/reportupdater/manifests/init.pp,3,1,1,32,166.33333333333334,1
WIKIMEDIA,modules/mariadb/manifests/monitor_process.pp,2,2,0,55,538.5,1
WIKIMEDIA,modules/eventschemas/manifests/init.pp,1,1,0,31,0,1
WIKIMEDIA,modules/citoid/manifests/init.pp,17,6,0,49,46.1764705882353,1
WIKIMEDIA,modules/swift_new/manifests/init.pp,6,2,1,49,53.5,1
WIKIMEDIA,modules/labsproxy/manifests/init.pp,3,1,0,63,5.666666666666667,1
WIKIMEDIA,modules/dsh/manifests/init.pp,1,1,0,49,0,1
WIKIMEDIA,modules/sysctl/manifests/init.pp,7,6,3,62,78,1
WIKIMEDIA,modules/swift_new/manifests/ring.pp,4,1,0,49,44.25,1
WIKIMEDIA,modules/labs_lvm/manifests/init.pp,15,7,4,57,38.06666666666667,1
WIKIMEDIA,modules/elasticsearch/spec/fixtures/manifests/site.pp,1,1,0,32,0,1
WIKIMEDIA,manifests/varnish.pp,147,13,17,87,4.163265306122449,1
WIKIMEDIA,modules/dumpsuser/manifests/init.pp,1,1,0,14,0,1
WIKIMEDIA,modules/rsync/spec/fixtures/manifests/site.pp,2,2,1,75,167,1
WIKIMEDIA,modules/postgresql/tests/server.pp,2,2,0,57,534,0
WIKIMEDIA,modules/zuul/manifests/user.pp,1,1,0,52,0,1
WIKIMEDIA,modules/squid3/spec/fixtures/manifests/site.pp,2,2,1,47,384.5,1
WIKIMEDIA,modules/graphite/manifests/init.pp,26,7,4,60,66.6923076923077,1
WIKIMEDIA,modules/etherpad/manifests/init.pp,5,2,0,51,112.8,1
WIKIMEDIA,modules/role/manifests/citoid.pp,4,3,1,24,79.75,0
WIKIMEDIA,modules/trebuchet/manifests/init.pp,5,4,0,36,134,1
WIKIMEDIA,modules/statistics/manifests/user.pp,9,5,2,45,148.11111111111111,1
WIKIMEDIA,modules/eventlogging/manifests/server.pp,7,3,0,31,102.14285714285714,1
WIKIMEDIA,modules/bird/manifests/init.pp,3,2,0,11,2.3333333333333335,1
WIKIMEDIA,modules/admin/manifests/init.pp,13,6,2,54,107,1
WIKIMEDIA,modules/miredo/manifests/init.pp,4,3,2,61,289.5,1
WIKIMEDIA,modules/base/manifests/environment.pp,19,8,1,62,89.26315789473684,0
WIKIMEDIA,modules/role/manifests/analytics_cluster/hadoop/master.pp,29,6,5,33,33.275862068965516,0
WIKIMEDIA,modules/abacist/manifests/init.pp,2,2,0,46,50,1
WIKIMEDIA,modules/thumbor/manifests/init.pp,16,2,2,27,45.0625,1
WIKIMEDIA,modules/udp2log/manifests/init.pp,3,3,0,34,80.33333333333333,1
WIKIMEDIA,modules/download/manifests/mediawiki.pp,6,6,1,61,51.333333333333336,0
WIKIMEDIA,modules/mwprof/manifests/init.pp,5,2,0,59,62.6,1
WIKIMEDIA,modules/imagemagick/manifests/install.pp,4,3,2,30,64.25,0
WIKIMEDIA,modules/r_lang/manifests/init.pp,4,2,3,14,18.25,1
WIKIMEDIA,manifests/memcached.pp,32,11,7,87,25.6875,0
WIKIMEDIA,modules/cpufrequtils/manifests/init.pp,7,5,0,67,111.42857142857143,1
WIKIMEDIA,modules/protoproxy/manifests/init.pp,7,7,1,66,78.14285714285714,1
WIKIMEDIA,modules/rancid/manifests/init.pp,10,7,2,48,106.2,1
WIKIMEDIA,modules/alternatives/manifests/config.pp,1,1,1,52,0,1
WIKIMEDIA,modules/role/manifests/sentry.pp,3,3,1,24,76.33333333333333,0
WIKIMEDIA,modules/k8s/manifests/ssl.pp,8,2,0,38,10.375,0
WIKIMEDIA,modules/annualreport/manifests/init.pp,8,5,0,46,46,1
WIKIMEDIA,modules/trendingedits/manifests/init.pp,1,1,0,23,0,1
WIKIMEDIA,modules/gitblit/manifests/init.pp,18,7,2,58,46.666666666666664,1
WIKIMEDIA,modules/dsh/manifests/config.pp,5,5,0,49,42.6,1
WIKIMEDIA,modules/mysql/tests/server.pp,2,2,0,68,712.5,0
WIKIMEDIA,modules/releases/manifests/init.pp,26,8,2,57,63.26923076923077,1
WIKIMEDIA,modules/gitconfig/manifests/user.pp,1,1,0,64,0,1
WIKIMEDIA,modules/apparmor/manifests/init.pp,3,3,1,52,421.6666666666667,1
WIKIMEDIA,modules/planet/manifests/config.pp,13,4,4,67,148.30769230769232,1
WIKIMEDIA,modules/facilities/manifests/init.pp,7,4,1,47,118.42857142857143,1
WIKIMEDIA,modules/bugzilla_static/manifests/init.pp,4,1,1,40,231,1
WIKIMEDIA,modules/bugzilla/manifests/init.pp,25,6,4,59,19.68,1
WIKIMEDIA,modules/uwsgi/manifests/init.pp,19,7,2,60,94.15789473684211,1
WIKIMEDIA,modules/etcd/manifests/ssl.pp,9,3,5,42,54.111111111111114,0
WIKIMEDIA,modules/piwik/manifests/init.pp,4,2,0,18,78.25,1
WIKIMEDIA,modules/lvs/manifests/init.pp,6,5,0,59,92.33333333333333,1
WIKIMEDIA,modules/sentry/manifests/init.pp,15,8,4,37,68.86666666666666,1
WIKIMEDIA,modules/mariadb/manifests/heartbeat.pp,3,2,0,19,144.33333333333334,0
WIKIMEDIA,modules/exim4/manifests/init.pp,7,3,0,53,227,1
WIKIMEDIA,modules/brrd/manifests/init.pp,2,1,1,43,0,1
WIKIMEDIA,modules/labs_vmbuilder/manifests/init.pp,30,8,11,61,60.666666666666664,1
WIKIMEDIA,modules/jupyterhub_old/manifests/init.pp,1,1,0,7,0,1
WIKIMEDIA,modules/cgred/manifests/init.pp,5,3,2,30,96.4,1
WIKIMEDIA,modules/camus/manifests/init.pp,4,4,0,37,180.75,1
WIKIMEDIA,modules/locales/manifests/init.pp,2,1,0,46,0,1
WIKIMEDIA,modules/mathoid/manifests/init.pp,20,7,3,51,38.2,1
WIKIMEDIA,modules/smart/manifests/init.pp,9,2,2,12,40.888888888888886,1
WIKIMEDIA,modules/coredb/manifests/conf.pp,2,1,0,75,47,1
WIKIMEDIA,modules/poolcounter/manifests/init.pp,2,2,0,57,174,1
WIKIMEDIA,modules/elasticsearch/manifests/init.pp,89,20,8,64,20.865168539325843,1
WIKIMEDIA,modules/openldap/manifests/init.pp,18,3,1,49,41.111111111111114,1
WIKIMEDIA,modules/apache/manifests/init.pp,33,7,6,72,55.57575757575758,1
WIKIMEDIA,modules/httpd/manifests/init.pp,4,2,0,10,10,1
WIKIMEDIA,modules/profile/manifests/mathoid.pp,1,1,0,13,0,1
WIKIMEDIA,modules/mariadb/manifests/config.pp,10,5,2,56,156.2,1
WIKIMEDIA,modules/drac/manifests/init.pp,3,3,0,61,386,1
WIKIMEDIA,modules/eventlogging/manifests/package.pp,16,5,1,64,54.9375,1
WIKIMEDIA,modules/statsd/manifests/init.pp,9,5,0,62,173.55555555555554,1
WIKIMEDIA,modules/aptly/manifests/repo.pp,7,3,0,38,127.71428571428571,1
WIKIMEDIA,modules/docker_pkg/manifests/init.pp,2,2,0,9,15,1
WIKIMEDIA,modules/grafana/manifests/web/apache.pp,7,4,1,50,49.857142857142854,1
WIKIMEDIA,modules/logrotate/manifests/conf.pp,2,1,1,33,0,1
WIKIMEDIA,modules/webserver/manifests/apache.pp,1,1,1,48,0,1
WIKIMEDIA,modules/haproxy/manifests/site.pp,1,1,0,3,0,1
WIKIMEDIA,modules/osm/spec/fixtures/manifests/site.pp,2,2,2,56,417.5,1
WIKIMEDIA,modules/icinga/manifests/apache.pp,2,1,0,49,0.5,1
WIKIMEDIA,modules/base/spec/fixtures/manifests/site.pp,1,1,0,45,0,1
WIKIMEDIA,modules/netbox/manifests/init.pp,6,4,0,11,55.5,1
WIKIMEDIA,modules/role/manifests/analytics_cluster/hive/server.pp,10,6,1,33,54.7,0
WIKIMEDIA,modules/aqs/manifests/init.pp,9,7,1,32,90,1
WIKIMEDIA,modules/beta/manifests/config.pp,7,5,1,55,127.85714285714286,1
WIKIMEDIA,modules/ganglia-new/manifests/init.pp,1,1,0,68,0,1
WIKIMEDIA,modules/eventstreams/manifests/init.pp,4,3,2,24,22.5,1
WIKIMEDIA,modules/diffscan/manifests/init.pp,3,2,1,16,2.6666666666666665,1
WIKIMEDIA,modules/certcentral/manifests/server.pp,3,2,0,0,0.3333333333333333,1
WIKIMEDIA,modules/ntp/manifests/init.pp,2,1,0,76,0,1
WIKIMEDIA,manifests/analytics.pp,4,1,0,73,9.75,0
WIKIMEDIA,modules/etcd/manifests/init.pp,15,3,4,42,65.86666666666666,1
WIKIMEDIA,modules/swift/manifests/init.pp,10,3,1,38,67.5,1
WIKIMEDIA,modules/ipython/manifests/init.pp,8,5,0,67,77.125,1
WIKIMEDIA,modules/dynamicproxy/manifests/init.pp,74,19,11,62,22.054054054054053,1
WIKIMEDIA,modules/statsdlb/manifests/init.pp,4,2,1,44,51.75,1
WIKIMEDIA,modules/install_server/spec/fixtures/manifests/site.pp,2,2,1,40,185.5,1
WIKIMEDIA,modules/varnish/manifests/init.pp,1,1,0,65,0,1
WIKIMEDIA,modules/racktables/manifests/init.pp,13,8,2,49,93.76923076923077,1
WIKIMEDIA,modules/mediawiki_new/manifests/init.pp,5,3,0,75,38,1
WIKIMEDIA,modules/puppetdb/manifests/config.pp,1,1,0,15,0,1
WIKIMEDIA,modules/nginx/manifests/package.pp,1,1,0,63,0,1
WIKIMEDIA,modules/policysite/manifests/init.pp,1,1,0,42,0,1
WIKIMEDIA,modules/icinga/manifests/config.pp,1,1,0,49,0,1
WIKIMEDIA,modules/authdns/manifests/init.pp,20,6,6,63,90.35,1
WIKIMEDIA,modules/profile/manifests/hadoop/master.pp,23,4,6,11,13.91304347826087,0
WIKIMEDIA,modules/trafficserver/manifests/init.pp,6,2,0,2,4.333333333333333,1
WIKIMEDIA,modules/wdq-mm/manifests/init.pp,5,3,2,47,31.2,1
WIKIMEDIA,modules/mysql_wmf/manifests/init.pp,12,7,5,61,70.83333333333333,1
WIKIMEDIA,modules/toollabs/manifests/init.pp,110,19,21,66,17.045454545454547,1
WIKIMEDIA,modules/mysql/manifests/init.pp,2,2,1,68,553.5,1
WIKIMEDIA,modules/requesttracker/manifests/config.pp,1,1,1,49,0,1
WIKIMEDIA,manifests/site.pp,5673,119,280,87,0.2224572536576767,1
WIKIMEDIA,modules/elasticsearch/manifests/https.pp,14,5,3,32,61.57142857142857,1
WIKIMEDIA,modules/profile/manifests/hadoop/users.pp,1,1,0,11,0,1
WIKIMEDIA,modules/vagrant/manifests/plugin.pp,1,1,0,39,0,1
WIKIMEDIA,modules/r/manifests/init.pp,4,2,2,15,0,1
WIKIMEDIA,modules/interface/manifests/init.pp,2,2,0,64,2,1
WIKIMEDIA,modules/scap/manifests/l10nupdate.pp,28,16,10,45,30.821428571428573,0
WIKIMEDIA,modules/shinken/manifests/server.pp,14,6,0,50,3.642857142857143,1
WIKIMEDIA,modules/grafana2/manifests/init.pp,3,2,1,37,0,1
WIKIMEDIA,modules/mediawiki/manifests/jobrunner.pp,76,16,9,69,25.236842105263158,1
WIKIMEDIA,modules/java/manifests/tools.pp,6,5,2,48,125.5,0
WIKIMEDIA,modules/smokeping/manifests/config.pp,3,3,2,58,112.33333333333333,1
