org,file_,commits,developers,fix_commits,age,avg_edit_time,defect_status
MIRANTIS,tests/init.pp,1,1,0,39,0,0
MIRANTIS,manifests/init.pp,6,1,2,39,0.16666666666666666,1
MIRANTIS,manifests/params.pp,5,1,1,39,0.2,1
MIRANTIS,manifests/compute/service.pp,1,1,0,39,0,0
MIRANTIS,manifests/compute.pp,1,1,0,39,0,1
MIRANTIS,manifests/controller.pp,1,1,0,39,0,1
MIRANTIS,manifests/openstack/nova/controller.pp,1,1,0,39,0,1
MIRANTIS,manifests/ftp/server.pp,1,1,0,39,0,0
MIRANTIS,manifests/install.pp,1,1,0,39,0,0
MIRANTIS,manifests/puppet/agent.pp,2,1,0,39,0,0
MIRANTIS,manifests/init.pp,1,1,0,39,0,1
MIRANTIS,manifests/ssh/server.pp,1,1,0,39,0,0
MIRANTIS,manifests/common/sudo.pp,2,1,0,39,0,0
MIRANTIS,tests/init.pp,1,1,0,39,0,0
MIRANTIS,manifests/puppet/master.pp,1,1,0,39,0,1
MIRANTIS,manifests/deploy.pp,1,1,0,39,0,0
MIRANTIS,manifests/setup.pp,11,6,4,103,67.54545454545455,1
MIRANTIS,spec/fixtures/manifests/site.pp,1,1,0,77,0,1
MIRANTIS,manifests/fragment.pp,9,5,2,103,91.77777777777777,1
MIRANTIS,manifests/init.pp,14,9,2,103,56.5,1
MIRANTIS,manifests/install.pp,1,1,0,39,0,0
MIRANTIS,manifests/init.pp,1,1,0,39,0,1
MIRANTIS,manifests/config.pp,1,1,0,39,0,1
MIRANTIS,manifests/plugin/chef/params.pp,1,1,0,39,0,0
MIRANTIS,manifests/params.pp,1,1,0,39,0,1
MIRANTIS,tests/init.pp,2,2,1,79,31,0
MIRANTIS,manifests/init.pp,3,2,1,79,20.666666666666668,1
MIRANTIS,manifests/config.pp,3,2,2,79,20.666666666666668,1
MIRANTIS,spec/fixtures/manifests/site.pp,1,1,1,78,0,1
MIRANTIS,manifests/client.pp,1,1,0,51,0,0
MIRANTIS,manifests/init.pp,6,2,0,65,141.5,1
MIRANTIS,manifests/mirror.pp,2,1,0,62,159,0
MIRANTIS,manifests/defaults.pp,20,3,0,65,38.85,1
MIRANTIS,manifests/server.pp,28,4,1,65,30,0
MIRANTIS,manifests/server/jmxtrans.pp,13,2,3,60,49.23076923076923,1
MIRANTIS,modules/jenkins/manifests/master.pp,34,8,11,49,14,1
MIRANTIS,modules/etherpad_lite/manifests/webapp.pp,2,2,0,37,45,1
MIRANTIS,src/modules/uwsgi/manifests/init.pp,8,2,2,54,19.125,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/concat/manifests/init.pp,1,1,0,51,0,1
MIRANTIS,modules/fuel_project/manifests/apps/updates.pp,4,4,1,43,62.5,1
MIRANTIS,modules/fuel_project/manifests/apps/firewall.pp,4,1,2,43,67.5,1
MIRANTIS,modules/fuel_project/manifests/gerrit.pp,9,6,3,44,38.333333333333336,1
MIRANTIS,modules/fuel_project/manifests/devops_tools/lpupdatebug.pp,8,3,0,44,42,1
MIRANTIS,modules/fuel_stats/manifests/analytic.pp,22,3,16,48,19.181818181818183,1
MIRANTIS,src/modules/system/manifests/params.pp,4,2,1,53,16.75,1
MIRANTIS,modules/landing_page/manifests/init.pp,14,4,4,46,26.428571428571427,1
MIRANTIS,src/modules/jeepyb/manifests/init.pp,3,1,1,51,13.333333333333334,1
MIRANTIS,src/modules/opentracker/manifests/init.pp,8,1,5,56,22.625,1
MIRANTIS,modules/errata/manifests/database.pp,2,2,1,43,33.5,0
MIRANTIS,modules/jenkins/manifests/params.pp,5,4,1,49,92.6,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/stdlib/manifests/init.pp,1,1,0,51,0,1
MIRANTIS,modules/opentracker/manifests/init.pp,3,2,0,49,155.66666666666666,1
MIRANTIS,src/modules/ntp/manifests/params.pp,1,1,0,55,0,1
MIRANTIS,src/modules/pxetool/manifests/init.pp,12,2,6,55,14.833333333333334,1
MIRANTIS,src/modules/uwsgi/manifests/application.pp,1,1,0,49,0,0
MIRANTIS,modules/uwsgi/manifests/init.pp,4,3,1,49,121.25,1
MIRANTIS,modules/racks/manifests/webapp.pp,9,3,3,37,17,1
MIRANTIS,src/modules/jenkins/manifests/swarm_slave.pp,9,1,4,52,8.444444444444445,1
MIRANTIS,modules/log_storage/manifests/params.pp,3,2,1,36,25.333333333333332,1
MIRANTIS,modules/fuel_project/manifests/web.pp,7,3,0,46,57.285714285714285,0
MIRANTIS,modules/puppet/manifests/config.pp,3,3,0,49,153.33333333333334,1
MIRANTIS,src/modules/transmission_daemon/manifests/init.pp,10,2,6,56,18.9,1
MIRANTIS,src/modules/transmission_daemon/manifests/params.pp,3,1,1,56,55.333333333333336,1
MIRANTIS,src/modules/fuel_project/manifests/tpi/lab.pp,1,1,0,50,0,1
MIRANTIS,modules/fuel_project/manifests/roles/zabbix/server.pp,8,4,1,43,36,1
MIRANTIS,modules/fuel_project/manifests/jenkins/slave/custom_scripts.pp,3,3,0,39,60,0
MIRANTIS,modules/fuel_project/manifests/lab_cz.pp,5,3,3,49,95.4,1
MIRANTIS,src/modules/ssh/manifests/init.pp,4,1,4,56,4,1
MIRANTIS,modules/tpi/manifests/vmware_lab.pp,5,3,0,43,62.6,1
MIRANTIS,src/modules/rvm/tests/init.pp,1,1,0,51,0,0
MIRANTIS,modules/fuel_project/manifests/apps/mirror.pp,10,5,5,43,31,1
MIRANTIS,modules/pxetool/manifests/init.pp,10,2,5,49,19.3,1
MIRANTIS,modules/zabbix/manifests/server.pp,4,3,1,49,115.75,0
MIRANTIS,src/modules/libvirt/manifests/params.pp,7,1,6,56,21.571428571428573,1
MIRANTIS,modules/fuel_project/manifests/apps/partnerappliance.pp,4,3,1,39,42.75,1
MIRANTIS,modules/pxetool/manifests/master.pp,6,3,2,35,11.666666666666666,1
MIRANTIS,src/modules/devops/manifests/init.pp,5,2,2,51,10.6,1
MIRANTIS,modules/release_status/manifests/init.pp,3,1,2,47,5.333333333333333,1
MIRANTIS,modules/tpi/manifests/nfs_client.pp,2,2,0,44,160,0
MIRANTIS,modules/jeepyb/manifests/init.pp,2,2,0,49,232,1
MIRANTIS,modules/racks/manifests/importer.pp,7,3,2,37,21.142857142857142,1
MIRANTIS,modules/fuel_project/manifests/devops_tools.pp,4,3,0,45,86.25,0
MIRANTIS,modules/lodgeit/manifests/database.pp,3,3,0,40,64.66666666666667,0
MIRANTIS,modules/transmission/manifests/daemon.pp,5,4,1,49,95.4,0
MIRANTIS,modules/fuel_project/manifests/mirror.pp,8,3,4,49,15.5,0
MIRANTIS,src/modules/ntp/manifests/init.pp,2,1,1,55,0.5,1
MIRANTIS,src/modules/packages/manifests/init.pp,3,2,0,53,1.3333333333333333,1
MIRANTIS,src/modules/fuel_project/manifests/mirror.pp,3,1,2,50,2.3333333333333335,0
MIRANTIS,modules/fuel_project/manifests/roles/docs.pp,9,4,3,40,23,1
MIRANTIS,src/modules/dpkg/manifests/init.pp,15,2,6,56,10.733333333333333,1
MIRANTIS,modules/fuel_project/manifests/roles/blackduck/server.pp,2,2,0,34,6.5,0
MIRANTIS,modules/hideci/manifests/init.pp,1,1,0,45,0,1
MIRANTIS,modules/lpreports/manifests/webapp.pp,6,2,1,35,11.5,1
MIRANTIS,src/modules/pip/manifests/init.pp,1,1,0,51,0,1
MIRANTIS,modules/fuel_project/manifests/roles/storage.pp,4,3,0,44,80.25,0
MIRANTIS,modules/zabbix/manifests/params.pp,13,4,3,49,35.46153846153846,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/apache/manifests/dev.pp,1,1,0,51,0,1
MIRANTIS,modules/fuel_project/manifests/mongodb.pp,2,2,1,45,184.5,0
MIRANTIS,modules/fuel_stats/manifests/collector.pp,19,3,13,48,22.736842105263158,1
MIRANTIS,modules/transmission/manifests/params.pp,3,3,0,49,154.66666666666666,1
MIRANTIS,modules/django/manifests/application.pp,7,1,0,43,39.285714285714285,0
MIRANTIS,modules/venv/manifests/venv.pp,6,4,2,49,77,1
MIRANTIS,src/modules/jenkins_swarm_slave/manifests/init.pp,7,1,3,56,4.428571428571429,1
MIRANTIS,src/modules/nginx/manifests/init.pp,10,1,5,55,16.6,1
MIRANTIS,src/modules/fuel_project/manifests/common.pp,14,2,7,50,2.7142857142857144,1
MIRANTIS,src/modules/build_fuel_iso/manifests/init.pp,14,3,5,55,11.785714285714286,1
MIRANTIS,src/modules/pip/manifests/params.pp,2,1,0,51,8,1
MIRANTIS,src/modules/zabbix/manifests/params.pp,11,2,5,54,14.727272727272727,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/concat/manifests/fragment.pp,1,1,0,51,0,1
MIRANTIS,src/modules/system_tests/manifests/params.pp,9,2,3,56,18.444444444444443,1
MIRANTIS,modules/fuel_project/manifests/apps/mirror_rubygems.pp,3,3,0,40,70.66666666666667,1
MIRANTIS,src/modules/zabbix_agent/manifests/init.pp,7,1,4,56,3.857142857142857,1
MIRANTIS,modules/ssh/manifests/banner.pp,3,2,0,49,154.33333333333334,0
MIRANTIS,modules/nginx/manifests/init.pp,2,2,1,49,0.5,1
MIRANTIS,src/modules/zabbix/manifests/agent.pp,17,2,10,54,9.176470588235293,1
MIRANTIS,src/manifests/site.pp,83,5,37,56,2.1927710843373496,1
MIRANTIS,src/modules/jenkins_standalone_slave/manifests/init.pp,2,2,1,55,16,1
MIRANTIS,modules/fuel_project/manifests/apps/monitoring/mysql/server.pp,2,1,1,42,118.5,1
MIRANTIS,src/modules/zabbix/manifests/server.pp,8,2,4,54,20.375,0
MIRANTIS,src/modules/ssh/manifests/known_host.pp,1,1,0,50,0,0
MIRANTIS,src/modules/venv/manifests/init.pp,8,1,4,56,24.125,1
MIRANTIS,modules/fuel_project/manifests/puppet/master.pp,10,5,2,49,47.4,1
MIRANTIS,modules/ssh/manifests/known_host.pp,6,6,1,49,76.83333333333333,0
MIRANTIS,src/modules/system/manifests/init.pp,9,2,3,53,7.222222222222222,1
MIRANTIS,modules/obs_server/manifests/nginx.pp,2,2,0,48,226.5,1
MIRANTIS,modules/fuel_project/manifests/roles/ns.pp,9,4,2,44,37.666666666666664,1
MIRANTIS,src/modules/build_fuel_iso/manifests/params.pp,6,2,1,55,23.666666666666668,1
MIRANTIS,modules/fuel_stats/manifests/dev.pp,4,3,2,47,100.75,1
MIRANTIS,modules/fuel_project/manifests/gerrit/replication.pp,3,2,1,39,64.66666666666667,1
MIRANTIS,modules/puppet/manifests/params.pp,6,4,2,49,76.5,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/concat/manifests/setup.pp,1,1,0,51,0,1
MIRANTIS,modules/docker_registry/manifests/init.pp,4,2,2,37,22.5,1
MIRANTIS,src/modules/puppet/manifests/master.pp,8,2,3,52,10.125,1
MIRANTIS,src/modules/transmission/manifests/daemon.pp,1,1,0,49,0,0
MIRANTIS,modules/zuul/manifests/init.pp,8,5,3,39,24.25,1
MIRANTIS,modules/fuel_project/manifests/zabbix/server.pp,3,1,0,45,13,1
MIRANTIS,modules/fuel_project/manifests/roles/perestroika/builder.pp,3,3,1,40,65,0
MIRANTIS,src/modules/rvm/spec/fixtures/modules/apache/manifests/params.pp,1,1,0,51,0,1
MIRANTIS,src/modules/jenkins/manifests/slave.pp,8,2,3,52,9.5,1
MIRANTIS,modules/jenkins/manifests/slave.pp,3,2,0,49,154.66666666666666,1
MIRANTIS,modules/ssh/manifests/ldap.pp,5,3,1,49,92.6,1
MIRANTIS,modules/pip/manifests/params.pp,1,1,0,49,0,1
MIRANTIS,modules/fuel_project/manifests/common.pp,35,5,6,49,13.514285714285714,1
MIRANTIS,modules/fuel_project/manifests/apps/partnershare.pp,4,2,2,43,67.25,1
MIRANTIS,src/modules/ssh/manifests/params.pp,12,3,8,56,15.333333333333334,1
MIRANTIS,modules/fuel_stats/manifests/migration.pp,7,4,6,47,60.714285714285715,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/apache/tests/init.pp,1,1,0,51,0,0
MIRANTIS,modules/fuel_stats/manifests/params.pp,8,3,5,48,54.5,1
MIRANTIS,modules/fuel_stats/manifests/db.pp,2,2,1,43,155,0
MIRANTIS,modules/landing_page/manifests/params.pp,12,4,3,46,30.833333333333332,1
MIRANTIS,modules/ssh/manifests/sshd.pp,5,3,0,49,92.6,1
MIRANTIS,modules/zabbix/manifests/agent.pp,7,4,3,49,66.42857142857143,1
MIRANTIS,src/modules/transmission/manifests/params.pp,1,1,0,49,0,1
MIRANTIS,modules/pip/manifests/init.pp,1,1,0,49,0,1
MIRANTIS,modules/fuel_project/manifests/apps/mirror_npm.pp,3,3,0,40,55,1
MIRANTIS,modules/log_storage/manifests/logstashforwarder.pp,2,2,0,36,38,0
MIRANTIS,src/modules/seed/manifests/params.pp,3,1,0,54,35.333333333333336,1
MIRANTIS,modules/racktables/manifests/init.pp,3,3,0,43,8.333333333333334,1
MIRANTIS,src/modules/nginx/manifests/params.pp,3,1,1,55,47,1
MIRANTIS,modules/log_storage/manifests/logstash.pp,6,2,2,36,12.333333333333334,1
MIRANTIS,src/modules/fuel_project/manifests/puppet/master.pp,3,2,1,50,14,1
MIRANTIS,src/modules/ssh/manifests/banner.pp,2,1,1,52,18.5,0
MIRANTIS,modules/venv/manifests/init.pp,4,4,1,49,115.75,1
MIRANTIS,src/modules/ssh/manifests/authorized_keys.pp,3,1,2,55,46,1
MIRANTIS,modules/ssh/manifests/authorized_keys.pp,8,3,1,49,57.5,1
MIRANTIS,modules/uwsgi/manifests/params.pp,5,3,0,49,92.6,1
MIRANTIS,modules/uwsgi/manifests/application.pp,7,3,2,49,69.14285714285714,0
MIRANTIS,modules/gerrit/manifests/hideci.pp,3,2,2,44,101.66666666666667,1
MIRANTIS,modules/jenkins/manifests/swarm_slave.pp,9,4,1,49,51.111111111111114,1
MIRANTIS,modules/nginx/manifests/params.pp,1,1,0,49,0,1
MIRANTIS,modules/fuel_project/manifests/jenkins/slave.pp,120,17,39,49,3.658333333333333,1
MIRANTIS,src/modules/puppet/manifests/init.pp,4,1,1,56,27.75,1
MIRANTIS,src/modules/ssh/manifests/sshd.pp,4,1,2,55,39.5,1
MIRANTIS,src/modules/rvm/manifests/params.pp,1,1,0,51,0,1
MIRANTIS,modules/opentracker/manifests/params.pp,1,1,0,49,0,1
MIRANTIS,modules/obs_server/manifests/init.pp,2,2,0,48,226.5,1
MIRANTIS,modules/fuel_project/manifests/jenkins/master.pp,8,7,1,45,43.25,1
MIRANTIS,src/modules/venv/manifests/params.pp,3,1,1,56,56,1
MIRANTIS,src/modules/pxetool/manifests/params.pp,7,2,3,55,21.571428571428573,1
MIRANTIS,modules/devops/manifests/init.pp,2,2,0,49,10,1
MIRANTIS,src/modules/jenkins_standalone_slave/manifests/params.pp,1,1,0,55,0,1
MIRANTIS,modules/release_status/manifests/params.pp,1,1,0,47,0,1
MIRANTIS,modules/fuel_project/manifests/tpi/server.pp,3,2,0,45,118,0
MIRANTIS,modules/errata/manifests/web.pp,3,2,1,43,27.333333333333332,0
MIRANTIS,modules/puppet/manifests/facter.pp,3,2,0,46,124.66666666666667,1
MIRANTIS,src/modules/venv/manifests/venv.pp,13,3,7,56,14,1
MIRANTIS,modules/fuel_project/manifests/nailgun_demo.pp,14,4,7,46,25.5,1
MIRANTIS,src/modules/rvm/manifests/init.pp,1,1,0,51,0,1
MIRANTIS,src/modules/zabbix/manifests/frontend.pp,1,1,0,50,0,0
MIRANTIS,modules/fuel_project/manifests/roles/mailman.pp,2,2,0,41,120.5,0
MIRANTIS,src/modules/postgresql/manifests/init.pp,6,1,4,56,12,1
MIRANTIS,modules/fuel_project/manifests/apps/lodgeit.pp,5,3,0,40,30.4,0
MIRANTIS,src/modules/rvm/spec/fixtures/modules/stdlib/tests/init.pp,1,1,0,51,0,0
MIRANTIS,src/modules/gerrit/manifests/init.pp,6,1,3,51,6.5,1
MIRANTIS,modules/ssh/manifests/params.pp,6,3,1,49,77,1
MIRANTIS,modules/fuel_project/manifests/znc.pp,2,2,0,48,220,0
MIRANTIS,modules/system/manifests/params.pp,1,1,0,49,0,1
MIRANTIS,src/modules/fuel_project/manifests/lab_cz.pp,4,2,2,51,9.5,1
MIRANTIS,manifests/site.pp,135,13,26,49,3.088888888888889,1
MIRANTIS,src/modules/jenkins/manifests/params.pp,5,1,1,52,15.4,1
MIRANTIS,modules/fuel_project/manifests/apps/static.pp,5,2,2,43,49.6,1
MIRANTIS,src/modules/ssh/manifests/ldap.pp,7,2,2,53,16,1
MIRANTIS,modules/errata/manifests/params.pp,1,1,0,43,0,1
MIRANTIS,modules/lodgeit/manifests/web.pp,3,2,0,40,62.666666666666664,0
MIRANTIS,src/modules/dpkg/manifests/params.pp,9,3,3,56,12.222222222222221,1
MIRANTIS,src/modules/jenkins/manifests/master.pp,4,2,1,51,3.25,1
MIRANTIS,src/modules/puppet/manifests/agent.pp,5,2,1,52,16.6,1
MIRANTIS,src/modules/puppet/manifests/params.pp,10,2,3,56,20.8,1
MIRANTIS,src/modules/libvirt/tests/init.pp,1,1,1,51,0,0
MIRANTIS,modules/fuel_project/manifests/jenkins/slave/infra.pp,2,2,0,37,58.5,0
MIRANTIS,modules/fuel_project/manifests/apps/mirror_pypi.pp,3,3,0,40,62.333333333333336,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/apache/manifests/init.pp,1,1,0,51,0,1
MIRANTIS,modules/puppet/manifests/master.pp,9,4,1,49,50.55555555555556,1
MIRANTIS,src/modules/rvm/spec/fixtures/modules/concat/tests/init.pp,1,1,0,51,0,0
MIRANTIS,src/modules/zabbix_agent/manifests/params.pp,4,1,0,56,8.5,1
MIRANTIS,modules/gerrit/manifests/init.pp,18,6,5,49,26.833333333333332,1
MIRANTIS,modules/zabbix/manifests/frontend.pp,8,3,1,49,57.625,0
MIRANTIS,src/modules/opentracker/manifests/params.pp,3,1,1,56,53.333333333333336,1
MIRANTIS,src/modules/postgresql/manifests/params.pp,3,1,1,56,6.333333333333333,1
MIRANTIS,src/modules/puppet/manifests/config.pp,5,2,1,52,16.8,1
MIRANTIS,modules/fuel_project/manifests/nginx.pp,8,4,3,47,56.375,1
MIRANTIS,modules/system/manifests/init.pp,10,3,2,49,45.9,1
MIRANTIS,src/modules/fuel_project/manifests/jenkins/slave.pp,15,4,7,50,2.6666666666666665,1
MIRANTIS,src/modules/libvirt/manifests/init.pp,12,1,9,56,12.333333333333334,1
MIRANTIS,modules/fuel_project/manifests/tpi/lab.pp,18,5,1,49,24.666666666666668,1
MIRANTIS,modules/fuel_project/manifests/roles/perestroika/publisher.pp,3,3,1,40,64.66666666666667,0
MIRANTIS,src/modules/jenkins_swarm_slave/manifests/params.pp,5,1,2,56,5.2,1
MIRANTIS,modules/log_storage/manifests/storage/nginx.pp,5,3,2,36,14.8,1
MIRANTIS,modules/fuel_project/manifests/glusterfs.pp,6,4,2,47,31.5,1
MIRANTIS,modules/fuel_project/manifests/zuul.pp,5,3,2,37,30.4,1
MIRANTIS,modules/pxetool/manifests/params.pp,3,1,1,49,34.333333333333336,1
MIRANTIS,modules/puppet/manifests/agent.pp,4,3,1,49,114.75,1
MIRANTIS,src/modules/seed/manifests/web.pp,9,1,4,54,12.11111111111111,0
MIRANTIS,src/modules/uwsgi/manifests/params.pp,4,2,0,54,38.75,1
MIRANTIS,modules/devopslib/manifests/ssl_certificate.pp,3,3,0,43,103.33333333333333,0
MIRANTIS,modules/fuel_project/manifests/apps/plugins.pp,5,4,1,43,49.8,0
MIRANTIS,modules/log_storage/manifests/storage/zabbix.pp,3,2,1,36,25.333333333333332,1
MIRANTIS,src/modules/system_tests/manifests/init.pp,23,3,11,56,8.130434782608695,1
MIRANTIS,manifests/server/config.pp,2,2,0,85,53.5,1
MIRANTIS,manifests/client/config.pp,3,1,1,85,2.6666666666666665,1
MIRANTIS,manifests/install.pp,1,1,0,90,0,0
MIRANTIS,manifests/server/service.pp,3,1,1,85,0,1
MIRANTIS,manifests/client.pp,3,1,0,85,0,0
MIRANTIS,manifests/init.pp,3,1,0,90,50.333333333333336,1
MIRANTIS,manifests/config.pp,1,1,0,90,0,1
MIRANTIS,manifests/server.pp,1,1,0,85,0,0
MIRANTIS,manifests/server/install.pp,2,2,0,85,36,0
MIRANTIS,manifests/params.pp,7,3,1,90,50.57142857142857,1
MIRANTIS,manifests/hostkeys.pp,1,1,0,90,0,0
MIRANTIS,tests/init.pp,1,1,0,85,0,0
MIRANTIS,manifests/server/configline.pp,3,3,0,85,62.666666666666664,0
MIRANTIS,manifests/client.pp,2,1,0,73,1.5,0
MIRANTIS,manifests/volume/iscsi.pp,7,3,0,74,8.857142857142858,1
MIRANTIS,manifests/init.pp,2,1,0,74,0,1
MIRANTIS,manifests/api.pp,4,2,0,74,14,0
MIRANTIS,manifests/base.pp,2,1,0,73,9,0
MIRANTIS,manifests/scheduler.pp,5,2,0,74,11.2,0
MIRANTIS,manifests/db/mysql.pp,3,2,0,74,10.333333333333334,0
MIRANTIS,manifests/keystone/auth.pp,3,2,0,74,11.666666666666666,0
MIRANTIS,manifests/setup_test_volume.pp,1,1,0,73,0,0
MIRANTIS,manifests/volume.pp,5,2,0,74,11.2,0
MIRANTIS,manifests/params.pp,5,2,0,74,11.2,1
MIRANTIS,manifests/params.pp,4,3,0,79,31,1
MIRANTIS,spec/fixtures/manifests/site.pp,1,1,0,77,0,1
MIRANTIS,manifests/init.pp,14,8,1,79,9.071428571428571,1
MIRANTIS,manifests/all.pp,35,8,3,89,14.2,1
MIRANTIS,manifests/swift/storage-node.pp,1,1,0,75,0,0
MIRANTIS,spec/fixtures/manifests/site.pp,2,2,2,78,79,1
MIRANTIS,manifests/nova/controller.pp,18,2,3,73,1.1111111111111112,1
MIRANTIS,manifests/auth_file.pp,7,1,1,78,23,0
MIRANTIS,tests/cloudcontroller.pp,2,1,1,73,0,0
MIRANTIS,manifests/test_file.pp,4,1,0,77,28,0
MIRANTIS,manifests/horizon.pp,6,1,1,73,0,0
MIRANTIS,manifests/keystone.pp,15,1,2,73,0.8,0
MIRANTIS,manifests/compute.pp,34,4,3,79,5.411764705882353,1
MIRANTIS,manifests/db/mysql.pp,11,1,1,73,1.0909090909090908,0
MIRANTIS,examples/site.pp,16,5,3,79,10.625,1
MIRANTIS,manifests/params.pp,1,1,1,73,0,1
MIRANTIS,manifests/site.pp,5,1,0,89,1,1
MIRANTIS,manifests/glance.pp,8,1,1,73,0,0
MIRANTIS,manifests/controller.pp,51,8,6,79,3.6666666666666665,1
MIRANTIS,manifests/ftp/server.pp,1,1,0,39,0,0
MIRANTIS,manifests/openstack/pmlc_controller.pp,5,1,0,39,0,0
MIRANTIS,manifests/init.pp,1,1,0,39,0,1
MIRANTIS,tests/init.pp,1,1,0,39,0,0
MIRANTIS,manifests/puppet/master.pp,1,1,0,39,0,1
MIRANTIS,manifests/deploy.pp,2,1,0,39,0,0
MIRANTIS,manifests/openstack/pmlc_compute.pp,3,1,0,39,0,0
MIRANTIS,resources/neutron_agents_ovs_puppet/actions/run.pp,2,1,1,39,0,0
MIRANTIS,resources/nova_compute_libvirt_puppet/actions/run.pp,2,2,0,39,48.5,0
MIRANTIS,resources/nova_api_puppet/actions/run.pp,7,2,2,40,15.857142857142858,0
MIRANTIS,resources/nova_compute_libvirt_puppet/1.0.0/actions/run.pp,1,1,0,35,0,0
MIRANTIS,resources/cinder_scheduler_puppet/actions/run.pp,5,2,1,39,21.6,0
MIRANTIS,resources/apache_puppet/1.0.0/actions/run.pp,1,1,0,35,0,0
MIRANTIS,resources/rabbitmq_service/1.0.0/actions/run.pp,1,1,0,35,0,0
